js1,js2,js3,js4
0.12850002219642814,0.16831638543500063,0.21518845146585763,0.28069291333120816
0.12792840721869567,0.16961454999590575,0.21752333637644705,0.2835327842846413
0.11819299346682684,0.1605086749790309,0.20908139905725356,0.2768083229274594
0.10910089929523115,0.1508798633952993,0.20072451589288834,0.27169408676222245
0.14012519721549263,0.18331136235010098,0.23083384770200346,0.2953523540870484
0.10198446396282104,0.14503510759235275,0.19498532892964623,0.26717704258963826
0.06701228597913902,0.11350075741980488,0.16539585559836187,0.24876935395638458
0.09857180486651766,0.1384376543836904,0.1882440363007775,0.2603902231367659
0.11600506742748126,0.15961350308095787,0.21104920118003198,0.2774145425481179
0.11959387121559847,0.16713381815635012,0.2173927135618071,0.2811316887314182
0.07423572634691859,0.12186739374813044,0.17494087668248529,0.25069668416657687
0.10175396444786214,0.14091822825074002,0.1901071259334652,0.2593294032726326
0.13610263568593864,0.17874455234599804,0.2257754060657629,0.28614110209082966
0.13805134390027882,0.18133767830737718,0.22696541291687625,0.2848221928934755
0.0724166552083612,0.11711690990627,0.16835268170885065,0.24345715888659822
0.14175185538050356,0.1865672869083081,0.23269050148217,0.2901522279534559
0.10000106455884676,0.13989934904637938,0.18764259575405812,0.2568897702681298
0.10287454012051148,0.14400910878206952,0.1919542374974643,0.26133335235728405
0.10007412731635265,0.14050627476115213,0.18805911872474523,0.2561315932914861
0.12672400450243826,0.16671978957547695,0.21230781148911487,0.27502400275073996
0.10585153246353793,0.1462032376647148,0.1931274764654003,0.2609421184650528
0.09540023253506727,0.13715727405108608,0.18500416182725105,0.25351225266421484
0.10848300989646649,0.15022761478484004,0.1985091029254048,0.26568358699461975
0.1250110353757083,0.1676504753814851,0.2168485331562292,0.2825018115833088
0.10735963724180042,0.1469253844812641,0.1949017275298684,0.2632329490579948
0.15977311062343402,0.20203585535113966,0.24639380518617968,0.3009310342251804
0.07585596015147891,0.11934057417115124,0.1705843329368272,0.2451595164814669
0.053081548205795484,0.09871744602527152,0.1485786567753466,0.23103325989501536
0.05793294281068783,0.1057788379270297,0.15756897082971616,0.2437564084623897
0.056945976653391996,0.10489077641472881,0.15706680490694894,0.24337931854033798
0.06301361633339289,0.11295584312268252,0.16565363030709493,0.24918829326946743
0.063814127206563,0.11591007308489129,0.17097449366056408,0.2571638293551201
0.07749538965867919,0.11896156631293728,0.16765742257668392,0.2470118033387404
0.10717876046441972,0.16119459589029442,0.21415189125753817,0.28432653323180224
0.11063139482365261,0.16183007665819696,0.2145227753120722,0.2805330022084087
0.10107242608198423,0.1552882657627209,0.21045274928191587,0.27936584049115226
0.13283260230993116,0.18315100150391603,0.23369790803353782,0.2938603663204487
0.09497070938677757,0.1465673353605738,0.20051286245829492,0.2702169905423686
0.060822564049716456,0.10872241474509743,0.16056542838949717,0.24253131668456196
0.12262024967517648,0.17893448428755607,0.23190402535681107,0.29749217516607646
0.10815908740143954,0.16040189593218696,0.21363081535273906,0.2816892415776559
0.11368897412580552,0.16997333172472437,0.222914115171516,0.2870465452317319
0.1116778869092234,0.16474636935799258,0.21619070150176115,0.2817475335249016
0.10362880522882789,0.1570627685465334,0.21008171086787944,0.27642970723891425
0.06978739869898495,0.11755150956788642,0.1721692194443293,0.2514324296872478
0.12636903973387215,0.17897808424326678,0.23119572428966878,0.293727675470493
0.10874595972358624,0.15830270106112831,0.2076520569564653,0.27354088730039594
0.12037598954880153,0.17262604828980524,0.2226382824935151,0.2843933296889436
0.13004211809422836,0.1813329340542771,0.22989315626492418,0.2879113945625564
0.0775003127508371,0.13271734708066993,0.18509040301010443,0.2579070853307299
0.07667133250106413,0.1260093864283069,0.17803507191763868,0.251880275259648
0.13632640648424627,0.18879085877362425,0.23477861124229654,0.2909120673261118
0.08991484194647938,0.1424228745220776,0.19106025494378684,0.2611342795886118
0.12084138478909792,0.17381758541276776,0.22240495051377368,0.2831165316932659
0.1120511936144362,0.16683607282578017,0.21305378782028656,0.27541994127972724
0.11630954589461949,0.1671331367137151,0.21359856672387506,0.2745401215802079
0.10622393102961543,0.15572314136902796,0.20243490745783102,0.2663218579423377
0.09490486932596295,0.15115506169369156,0.20082910901504228,0.2684535772652837
0.12627004871911643,0.17423495303053688,0.2189126589208419,0.2771728203963579
0.1454862227623541,0.19584000092834342,0.23907265223466392,0.2924338082089293
0.08222362925600862,0.1316450316299245,0.1811843963302092,0.2526423286107166
0.0839606182815053,0.13428283779697914,0.1861666258877555,0.2582195806809646
0.12158556358942771,0.16922311650769303,0.21429885412541155,0.27264608628505316
0.04130061815463109,0.10194432836602206,0.15598452711656727,0.24093401865107134
0.043688085997310964,0.10687689671129115,0.15871638828526666,0.24544284328640628
0.04806436437336757,0.11206754416226161,0.16373179754242792,0.2478188224412481
0.0451926345206424,0.10886139292876676,0.16115171413338222,0.24641446169083214
0.051449295006126286,0.11781551186721805,0.17370060184300526,0.25905709103719154
0.10214898549658089,0.14581872099207133,0.1922874739143922,0.2602846450948036
0.12159915224003275,0.16533471548568887,0.21383155837207085,0.27569257666098723
0.09509051591378943,0.13981188519522333,0.1892184644368986,0.25933187204843
0.1344203957976131,0.1857343358427013,0.23159158167177607,0.2891058481397109
0.13096847671941117,0.18344292991064937,0.2297356206109104,0.2869541030281821
0.09851954158817693,0.1439057971804967,0.19176775386638692,0.2610893008965871
0.14637863435243315,0.19316756347301356,0.2373643183250514,0.2927820868896209
0.14029939994909169,0.18770238266364564,0.23120638398322663,0.2865564703361414
0.12496070517593373,0.16916114334938812,0.21385415404328914,0.2746940558393216
0.09487229063591675,0.13964384417541734,0.1866884108630067,0.254127280174687
0.12952424413650096,0.17595748142567738,0.21750172398557033,0.2744187289365731
0.12027846544335533,0.16647217764666344,0.21005961708411908,0.2694376798372444
0.12699644792320905,0.1739418253887076,0.2174687195961052,0.27557147649205155
0.05056176286253604,0.09870937366538737,0.14667003500886086,0.22699979034524143
0.04377023464941431,0.09460382497209961,0.14787059336924221,0.23163386342028322
0.129804209758771,0.1794174564182146,0.22486665401313974,0.28464369156022573
0.12953406617949256,0.180457684424566,0.2269439395319752,0.28753914721291757
0.12470238199665414,0.17368699949604913,0.22050648895524752,0.2818653247878314
0.11555449485862933,0.16465570269398233,0.2118198715445768,0.2749937966730356
0.07471869693431671,0.12010868490185528,0.16838629381254286,0.24439729457080414
0.11371847279114616,0.16972879906168062,0.21652393431359734,0.2775901828110268
0.09611522504386545,0.14443548657107494,0.19243492873185097,0.25954899974882595
0.12310745392549627,0.17395420780578544,0.21885004499832206,0.2794680431950704
0.1309163680426593,0.18478796821856575,0.22830891496147626,0.2846470533428636
0.09708255566634343,0.14484727913707993,0.18972086462155566,0.25744162431337336
0.14903691187976278,0.19547413081428058,0.2377770896376089,0.29337881503226193
0.12639887240755124,0.1721501628937765,0.21478717080809748,0.2726209754055199
0.1304850888386664,0.17941260895833758,0.22173938329918305,0.2796568835319688
0.14646444655478835,0.19282428943299731,0.23287381172044172,0.2853240410398553
0.12456123542797157,0.17131278308829276,0.21469789892154045,0.27540095798037334
0.12373803418935661,0.17094529573838807,0.21441786622370487,0.27486839317822837
0.14534026154000734,0.19440102012254062,0.2355624174825675,0.29016899904021354
0.03824795233662894,0.09541111194899554,0.14429839150462218,0.23103408644414394
0.046531833990782714,0.09555711594588179,0.14703413396884973,0.23131997597631854
0.09560991863877227,0.15615639275514215,0.2113038635822469,0.280387441853089
0.10556741979035136,0.16267325371794833,0.21498668514805366,0.283177197307425
0.10563165969271984,0.15973179872766546,0.2111272617942729,0.27759641731237894
0.07003886722227531,0.1246590573098791,0.1783830341781158,0.2583438489020733
0.11016092280169427,0.1710341664781139,0.2233398981674529,0.2862297662478994
0.10936626228957178,0.17484174571228292,0.22526872042015122,0.28874465356567003
0.08465183791892968,0.14517058961182783,0.1947609730423737,0.26545777647410845
0.11993102963057906,0.17320356663533237,0.22194706703138856,0.2813389531538859
0.12207827856274125,0.1768331314497181,0.22330736901582054,0.2832207425876813
0.08883481846109063,0.14275114216941714,0.19011537747749258,0.2600932222738552
0.13348463364298943,0.1846720548782646,0.2285217943461662,0.28600569867677844
0.09979683690185244,0.15102314057400293,0.1961854733276806,0.2640213207715986
0.13000213430053206,0.17973121271169162,0.22430425224953462,0.2828564118999157
0.1158123988846187,0.16409503362613712,0.2093089044531251,0.27140493331836635
0.10940163172120712,0.15879386045757077,0.20311123385028698,0.2670616089459048
0.10911177020727711,0.15740709528716038,0.2017842300517773,0.26589440594656594
0.14986081916328686,0.19944062743677177,0.23990729183332266,0.2915704059201976
0.08237315484763821,0.12936677044637676,0.17581630926371983,0.24816406534600136
0.0831952109697996,0.14026390040548894,0.18911969460162092,0.2588546991139528
0.05115281428802062,0.11868551095790723,0.1692862915641043,0.25745786312281643
0.04592067340375112,0.1056626547464079,0.15635341299526342,0.24568984701401556
0.05209573113314385,0.10196157151428341,0.15520056973174742,0.23940044020628642
0.12063838264997319,0.16896422412191853,0.2150072530715747,0.27771687631892933
0.11893964787935028,0.16634375067007678,0.21374889640040962,0.2768364772002128
0.07573880572984455,0.12286528925126804,0.17384564640166994,0.24938371852120073
0.10598323249633367,0.15896718112995273,0.2065447690516361,0.272198772321757
0.07861807003208884,0.1352511907998645,0.18334365111807066,0.25480436279444285
0.12063391729058828,0.16867023073277618,0.21539061748625962,0.278833537419954
0.1292011699465227,0.17720732238719578,0.22189090612344126,0.28235292111404225
0.1138545621390135,0.16615958707757358,0.2113800614090665,0.27413183259999613
0.10339090400670223,0.15070051695967723,0.19538898237009392,0.26143715117325
0.11904516395930449,0.16593366154517106,0.20959789356838232,0.2708971301575385
0.11992128179271087,0.16479883910218301,0.20767160191871856,0.26985287619022286
0.09781061956062058,0.14215770344659875,0.187874271614065,0.2555977745231405
0.1451034964900956,0.19055610799670983,0.2316926953309027,0.2861896490406157
0.09371784999831341,0.14112178243592666,0.18744416905098496,0.2562131965050801
0.11237398791041614,0.15792556649677691,0.2017160066408929,0.2650539199286523
0.04332836420882271,0.10316152462245742,0.15341543928298307,0.23766275044519986
0.05143081849054134,0.11308009397540812,0.16253097633847333,0.24512593088426307
0.055117875466768405,0.11769328017400882,0.16846092022485365,0.2507598238899663
0.10278200340065524,0.15028353209796166,0.19769526723804323,0.26515960682394446
0.08888436878598352,0.1358358440148829,0.1849582413767657,0.2570221959381183
0.12261697073307493,0.17586584804102057,0.2211247604053695,0.28027553421188883
0.10718010775556755,0.15505561933478207,0.20058618913495602,0.26483898365673086
