js1,js2,js3,js4
0.14713590002118332,0.18833179270264538,0.22941035483813732,0.28655270742367117
0.08753174327352144,0.11657551797027572,0.15780265748310923,0.22507753857936455
0.09940743083841241,0.1300274234999646,0.16848601922916379,0.22562984377017686
0.10939495823058906,0.1384865546048057,0.1751145529348757,0.23121200716869578
0.07632184610143808,0.1055218453057488,0.1444689113535282,0.21002834322206582
0.06877549460247748,0.09556312162324332,0.13528095890425326,0.20470958574218326
0.05393157975070033,0.08233495878780987,0.12526094329295429,0.20638342372937304
0.09798276858754965,0.14554357899018214,0.19572083377217467,0.2583889043666843
0.10951730523841346,0.1550796140809257,0.20369158661158246,0.26011538371265297
0.09639745959471453,0.13938935913812786,0.1888213955100837,0.253930692431537
0.10425985345375237,0.14017231306597167,0.1811527693548447,0.23691137149226993
0.12451826392216235,0.17025729003479284,0.2125456232525753,0.263147946146244
0.12204668841092331,0.165385559600827,0.20580229337735095,0.2549676114236781
0.1310118700186841,0.1705275308128814,0.20630203333144426,0.25396473649623014
0.13287883817152554,0.17280031790718392,0.21016794328501848,0.25868589079129517
0.172143080263109,0.2152944656203621,0.2517480592845437,0.2919879471019121
0.1548381862211567,0.1974783484248063,0.23332228397725518,0.27611359786728923
0.09704911055253833,0.13029681530671744,0.16820683282012935,0.22653249589240473
0.029538491768657287,0.06880976465516758,0.11513575651652902,0.2028404766199964
0.08484794231799739,0.13823513397572326,0.19517302298990116,0.2651484763733269
0.08472439531415847,0.13508540017263881,0.19116168717089158,0.26016879216904504
0.0859111595024512,0.1299908446170254,0.17412880889393356,0.23409752422228203
0.10815147596890362,0.14486145982813606,0.18228655073614092,0.23562715713580307
0.1300433918067002,0.1685282501243695,0.20338098401639357,0.2524837752268375
0.11897488302920517,0.15544130222946237,0.1903961178353685,0.24150182094506717
0.03674862618338395,0.06958003561941185,0.11290790091215654,0.19543073732425006
0.08815808881540704,0.14086580682679992,0.1954841158717499,0.2633808566144331
0.08227042610504291,0.13406357582828377,0.19104224036861414,0.26200944901006684
0.0998817398513096,0.14261873367258734,0.18279703490754734,0.2378865844325339
0.11436830239919155,0.15214106103211883,0.1894637712246561,0.2428452354749902
0.11216232190535409,0.1485614820427974,0.1900077473809801,0.25143006179224686
0.06004498381189985,0.09295350712626232,0.130345168568019,0.20203566870135709
0.06159262086171919,0.1025221531644252,0.1514046624399829,0.23110542080488827
0.08426209829117479,0.137229697348182,0.19315847514263704,0.2644049093189513
0.10415599236470398,0.1476625432051094,0.18876050005222547,0.24354370760787483
0.09999578460237683,0.1397979393491833,0.17841948290569334,0.2336924666000391
0.1231223747167641,0.15662634387098875,0.19156400170529328,0.24375151659284153
0.04151472546232003,0.07128798966843582,0.11175130010035443,0.19264478009476352
0.10810277737171267,0.15338372862702548,0.20072448502417797,0.2590380286099854
0.1145878130319371,0.1603377902641072,0.20659204980156273,0.26445229011469934
0.08722156149040354,0.13270113294672956,0.18324895716563688,0.24835557931913657
0.09681151448566154,0.14076867297986784,0.18130152084609635,0.23648015201856284
0.1724918829172869,0.2131183784260532,0.24828602809145234,0.29178685357034134
0.1863550869503318,0.2281584621025264,0.26317237531723936,0.3038219169526323
0.16637661200758028,0.2011766324482411,0.23518916078338514,0.2789010824145486
0.1324051852251999,0.16728269281983751,0.20176991327328994,0.25153522877103335
0.03598427215851941,0.07223016651317472,0.11951384665900669,0.2049626878540717
0.09045141138308595,0.1419772820993227,0.19566163181139717,0.263281513529458
0.08523494349942781,0.1312663688060764,0.18277247596665272,0.24868837129636567
0.09540405173783705,0.1387491944150567,0.179359197965241,0.23542976850751435
0.13042217754627178,0.16598165090781286,0.20131063014486825,0.2513724423627894
0.14328037882304206,0.18118377429647692,0.21974743850629144,0.26953774137738507
0.08237194776010605,0.11540195694397808,0.15224206256441533,0.21601918066155082
0.05037011782594326,0.08718036246557544,0.13430769191913733,0.21440634452462584
0.09520820686197658,0.14629733917946253,0.19868667913659963,0.2649706996258186
0.09074405641862618,0.13324899456795894,0.17935675642890322,0.2407383242759935
0.10264202966412224,0.14317680307170583,0.18245467022847273,0.2364800947613825
0.1377299001591294,0.17359978047280294,0.2079386697942059,0.256347093464239
0.1608171558220835,0.19468900065270614,0.22935232152513682,0.27432847668552557
0.1223511063420849,0.1568145227195278,0.19221615890822402,0.2466984850505333
0.036708871355680246,0.0708806730621287,0.11596995305739678,0.2002667522794847
0.1037258740069091,0.149400606139418,0.1987169021133475,0.25848437742962965
0.09352579098022762,0.1390453608105327,0.18921683931032193,0.2548156908039793
0.11090234489959834,0.1520989816788854,0.19094189843229833,0.24291131886204415
0.11246869803335663,0.15344288347792903,0.19156772596201063,0.24285402473609422
0.15458978573566418,0.19206058513166477,0.22726670612630157,0.2728464082812324
0.15867947177508374,0.19568709695671035,0.230857338757217,0.275105501035486
0.14628145156499886,0.17986854853014922,0.21523121507664453,0.26299627696084893
0.03427008325516913,0.06794021275200603,0.1146614499253255,0.201545300431368
0.10599309034449662,0.14960588121797586,0.19810792405710664,0.2573690754881075
0.13842146596165836,0.18078734246776146,0.22129445941399753,0.2721066906534078
0.12137454739275007,0.15960111616786113,0.2013073295070348,0.2564447151923568
0.13828467035552036,0.18422815575120466,0.22228645971892777,0.2679042745822488
0.16202853384871174,0.20405663416363326,0.2405437685730759,0.28446038685375113
